Organisation,Org_URL,Country,Industry,Pub_Date,Leak_Type,Description,Ransom_URL,Ransom_Group,Views,Leak_Size,Leak_Links,Org_Revenue,Percentage_Leaked
RecordTV,https://recordtv.r7.com/,Brazil,Arts & Entertainment,2022-10-14,Employee Data,"formerly known as Rede Record, is a Brazilian free-to-air television network. It is currently the second largest commercial TV station in Brazil, and the 28th largest in the 2012 world ranking",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/525733f5-0902-43f1-a7f1-6f90cace26bc,BlackCat,NA,NA,NA,NA,NA
RecordTV,https://recordtv.r7.com/,Brazil,Arts & Entertainment,2022-10-14,Financial Records,"formerly known as Rede Record, is a Brazilian free-to-air television network. It is currently the second largest commercial TV station in Brazil, and the 28th largest in the 2012 world ranking",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/525733f5-0902-43f1-a7f1-6f90cace26bc,BlackCat,NA,NA,NA,NA,NA
Egyptian Electric Cooperative Association,https://www.eeca.coop,United States of America,Utilities,2022-10-20,Financial Records,"Egyptian Electric Cooperative, currently headquartered in Murphysboro, Illinois, is a consumer-owned corporation that supplies electric power to members in portions of Jackson, Randolph, Perry, Williamson, and parts of St. Clair, Johnson, Union, Monroe, Franklin and Washington counties in southern Illinois. More than 15,000 households and businesses receive power from Egyptian Electric Cooperative. We are a distribution utility, meaning we do not generate our own electricity. We purchase our power from Southern Illinois Power Cooperative (SIPC) which is located south of Marion, Illinois, at Lake of Egypt. SIPC is a generating and transmission cooperative which is owned and controlled by the southern most rural electric cooperatives in the most southern region of Illinois, and that receive electricity from SIPC. Egyptian Electric is wholly owned by the people it serves, and is governed by nine board of directors, elected by members. Approximately 38 employees work for Egyptian Electric to serve its residential, commercial and industrial accounts. To learn more, and view our by-laws, visit the New Members page. The Cooperative",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c86c84ef-1759-4a97-be96-67203f6647ff,BlackCat,NA,NA,NA,NA,NA
Egyptian Electric Cooperative Association,https://www.eeca.coop,United States of America,Utilities,2022-10-20,Operations,"Egyptian Electric Cooperative, currently headquartered in Murphysboro, Illinois, is a consumer-owned corporation that supplies electric power to members in portions of Jackson, Randolph, Perry, Williamson, and parts of St. Clair, Johnson, Union, Monroe, Franklin and Washington counties in southern Illinois. More than 15,000 households and businesses receive power from Egyptian Electric Cooperative. We are a distribution utility, meaning we do not generate our own electricity. We purchase our power from Southern Illinois Power Cooperative (SIPC) which is located south of Marion, Illinois, at Lake of Egypt. SIPC is a generating and transmission cooperative which is owned and controlled by the southern most rural electric cooperatives in the most southern region of Illinois, and that receive electricity from SIPC. Egyptian Electric is wholly owned by the people it serves, and is governed by nine board of directors, elected by members. Approximately 38 employees work for Egyptian Electric to serve its residential, commercial and industrial accounts. To learn more, and view our by-laws, visit the New Members page. The Cooperative",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c86c84ef-1759-4a97-be96-67203f6647ff,BlackCat,NA,NA,NA,NA,NA
Egyptian Electric Cooperative Association,https://www.eeca.coop,United States of America,Utilities,2022-10-20,Employee Data,"Egyptian Electric Cooperative, currently headquartered in Murphysboro, Illinois, is a consumer-owned corporation that supplies electric power to members in portions of Jackson, Randolph, Perry, Williamson, and parts of St. Clair, Johnson, Union, Monroe, Franklin and Washington counties in southern Illinois. More than 15,000 households and businesses receive power from Egyptian Electric Cooperative. We are a distribution utility, meaning we do not generate our own electricity. We purchase our power from Southern Illinois Power Cooperative (SIPC) which is located south of Marion, Illinois, at Lake of Egypt. SIPC is a generating and transmission cooperative which is owned and controlled by the southern most rural electric cooperatives in the most southern region of Illinois, and that receive electricity from SIPC. Egyptian Electric is wholly owned by the people it serves, and is governed by nine board of directors, elected by members. Approximately 38 employees work for Egyptian Electric to serve its residential, commercial and industrial accounts. To learn more, and view our by-laws, visit the New Members page. The Cooperative",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/c86c84ef-1759-4a97-be96-67203f6647ff,BlackCat,NA,NA,NA,NA,NA
Mdaemon Technologies,https://www.altn.com/,United States of America,Information Technology,2022-10-23,Operations,"MDaemon Technologies, Ltd. is a privately held company that sells its products and services to a global customer base.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/457ed775-81de-4cbd-a3b2-db08717a4e51,BlackCat,NA,NA,NA,NA,NA
Mdaemon Technologies,https://www.altn.com/,United States of America,Information Technology,2022-10-23,Employee Data,"MDaemon Technologies, Ltd. is a privately held company that sells its products and services to a global customer base.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/457ed775-81de-4cbd-a3b2-db08717a4e51,BlackCat,NA,NA,NA,NA,NA
Mdaemon Technologies,https://www.altn.com/,United States of America,Information Technology,2022-10-23,Financial Records,"MDaemon Technologies, Ltd. is a privately held company that sells its products and services to a global customer base.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/457ed775-81de-4cbd-a3b2-db08717a4e51,BlackCat,NA,NA,NA,NA,NA
Universidad Piloto de Colombia,https://unipiloto.edu.co,Colombia,Education,2022-10-25,Student Data,"Over 300 gigabytes of data Data of students, teachers, administrators and much more....",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9c2fc01d-1178-4f72-b34f-8e4edfb249f1,BlackCat,NA,NA,NA,NA,NA
Universidad Piloto de Colombia,https://unipiloto.edu.co,Colombia,Education,2022-10-25,Operations,"Over 300 gigabytes of data Data of students, teachers, administrators and much more....",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9c2fc01d-1178-4f72-b34f-8e4edfb249f1,BlackCat,NA,NA,NA,NA,NA
Universidad Piloto de Colombia,https://unipiloto.edu.co,Colombia,Education,2022-10-25,Employee Data,"Over 300 gigabytes of data Data of students, teachers, administrators and much more....",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9c2fc01d-1178-4f72-b34f-8e4edfb249f1,BlackCat,NA,NA,NA,NA,NA
Universidad Piloto de Colombia,https://unipiloto.edu.co,Colombia,Education,2022-10-25,Student Data,"Over 300 gigabytes of data Data of students, teachers, administrators and much more....",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/21da7353-0c4e-4980-b32c-9f42329e3170,BlackCat,NA,NA,NA,NA,NA
Universidad Piloto de Colombia,https://unipiloto.edu.co,Colombia,Education,2022-10-25,Operations,"Over 300 gigabytes of data Data of students, teachers, administrators and much more....",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/21da7353-0c4e-4980-b32c-9f42329e3170,BlackCat,NA,NA,NA,NA,NA
Universidad Piloto de Colombia,https://unipiloto.edu.co,Colombia,Education,2022-10-25,Employee Data,"Over 300 gigabytes of data Data of students, teachers, administrators and much more....",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/21da7353-0c4e-4980-b32c-9f42329e3170,BlackCat,NA,NA,NA,NA,NA
GMM Grammy Public Company Limited,https://gmmgrammy.com,Thailand,Arts & Entertainment,2022-10-26,Employee Data,"Headquarters: 50 Gmm Grammy Pl Sukhumvit 21 Rd Asoke Klongtoeinuea, Wattana, Phra Nakhon Si Ayutthaya, 10110, Thailand Phone Number: +66 26699000 Website: www.gmmgrammy.com Revenue: $109 Million Stock Symbol: GRAMMY - https://classic.set.or.th/set/companyprofile.do?symbol=GRAMMY&ssoPageId=4&language=en&country=US",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/bebaa11f-4d19-44ac-9a6d-d0981d6f6b84,BlackCat,NA,NA,NA,NA,NA
GMM Grammy Public Company Limited,https://gmmgrammy.com,Thailand,Arts & Entertainment,2022-10-26,Operations,"Headquarters: 50 Gmm Grammy Pl Sukhumvit 21 Rd Asoke Klongtoeinuea, Wattana, Phra Nakhon Si Ayutthaya, 10110, Thailand Phone Number: +66 26699000 Website: www.gmmgrammy.com Revenue: $109 Million Stock Symbol: GRAMMY - https://classic.set.or.th/set/companyprofile.do?symbol=GRAMMY&ssoPageId=4&language=en&country=US",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/bebaa11f-4d19-44ac-9a6d-d0981d6f6b84,BlackCat,NA,NA,NA,NA,NA
Comando Conjunto de las Fuerzas Armadas Del Ecuador,https://www.ccffaa.mil.ec,Ecuador,Government,2022-10-27,Employee Data,"The armed forces are part of the public forces and have the stated mission of preserving the integrity and national sovereignty of the national territory. It also involves participating in the country's social and economic development and assisting in the maintenance of internal order. This military branch, since its inception, was established as one of the organs of homeland defense, consolidating itself throughout its existence as ""the highest organ of planning, preparation and strategic conduct of military operations and of advising on military and war policies.""",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/ba22d3a4-1169-4dd2-91a2-d6c7139e8a0c,BlackCat,NA,NA,NA,NA,NA
Comando Conjunto de las Fuerzas Armadas Del Ecuador,https://www.ccffaa.mil.ec,Ecuador,Government,2022-10-27,Operations,"The armed forces are part of the public forces and have the stated mission of preserving the integrity and national sovereignty of the national territory. It also involves participating in the country's social and economic development and assisting in the maintenance of internal order. This military branch, since its inception, was established as one of the organs of homeland defense, consolidating itself throughout its existence as ""the highest organ of planning, preparation and strategic conduct of military operations and of advising on military and war policies.""",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/ba22d3a4-1169-4dd2-91a2-d6c7139e8a0c,BlackCat,NA,NA,NA,NA,NA
Kolas Law Firm,www.kolaslaw.com/,United States of America,Law Firm,2022-10-28,Customer Data,"Looking for a lawyer can be stressful. Be sure the attorney you choose has documented experience to address your specific needs. I’ve been a licensed attorney in Indiana for 34 years with emphasis on real estate, tax sales, professional license defense, wills, estates and trusts, and business law.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/be364a81-d86e-4ccd-a595-baf46fb7fada,BlackCat,NA,NA,NA,NA,NA
Kolas Law Firm,www.kolaslaw.com/,United States of America,Law Firm,2022-10-28,Communication Records,"Looking for a lawyer can be stressful. Be sure the attorney you choose has documented experience to address your specific needs. I’ve been a licensed attorney in Indiana for 34 years with emphasis on real estate, tax sales, professional license defense, wills, estates and trusts, and business law.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/be364a81-d86e-4ccd-a595-baf46fb7fada,BlackCat,NA,NA,NA,NA,NA
SUMITOMO BAKELITE,https://sbna-inc.com/,Japan,Others,2022-10-28,Financial Records,"Among the various plastics, phenolic resin has the oldest history. It was developed by Dr. Leo H. Baekeland, an American of Belgian ancestry, in 1907 and he named that synthetic resin ""Bakelite"". In 1911, Sankyo Company (currently Daiichi Sankyo Co., Ltd.) was assigned the rights to execute the patents in Japan through the good offices of Dr. Jokichi Takamine, a close friend of Dr. Baekeland. Trial production of phenolic resin was started at the Shinagawa Plant of Sankyo Company. That was the origin of the Japan's plastics industry, and the name of our company came from this achievement. In 1932, phenolic resin business of Sankyo Co., Ltd. was separated and formed Nippon Bakelite Co., Ltd. In 1955, Nippon Bakelite Co., Ltd. merged with Sumitomo Synthetic Resin Industries, Ltd. to found Sumitomo Bakelite Co., Ltd. As a pioneer in plastics, with our expertise in and up-to-date facilities for plastics, we have been always developing new technologies for use in various fields in order to contribute to establishing safe and comfortable living.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/6850c462-1769-4728-86b2-566ebb2e66df,BlackCat,NA,NA,NA,NA,NA
SUMITOMO BAKELITE,https://sbna-inc.com/,Japan,Others,2022-10-28,Customer Data,"Among the various plastics, phenolic resin has the oldest history. It was developed by Dr. Leo H. Baekeland, an American of Belgian ancestry, in 1907 and he named that synthetic resin ""Bakelite"". In 1911, Sankyo Company (currently Daiichi Sankyo Co., Ltd.) was assigned the rights to execute the patents in Japan through the good offices of Dr. Jokichi Takamine, a close friend of Dr. Baekeland. Trial production of phenolic resin was started at the Shinagawa Plant of Sankyo Company. That was the origin of the Japan's plastics industry, and the name of our company came from this achievement. In 1932, phenolic resin business of Sankyo Co., Ltd. was separated and formed Nippon Bakelite Co., Ltd. In 1955, Nippon Bakelite Co., Ltd. merged with Sumitomo Synthetic Resin Industries, Ltd. to found Sumitomo Bakelite Co., Ltd. As a pioneer in plastics, with our expertise in and up-to-date facilities for plastics, we have been always developing new technologies for use in various fields in order to contribute to establishing safe and comfortable living.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/6850c462-1769-4728-86b2-566ebb2e66df,BlackCat,NA,NA,NA,NA,NA
SUMITOMO BAKELITE,https://sbna-inc.com/,Japan,Others,2022-10-28,Operations,"Among the various plastics, phenolic resin has the oldest history. It was developed by Dr. Leo H. Baekeland, an American of Belgian ancestry, in 1907 and he named that synthetic resin ""Bakelite"". In 1911, Sankyo Company (currently Daiichi Sankyo Co., Ltd.) was assigned the rights to execute the patents in Japan through the good offices of Dr. Jokichi Takamine, a close friend of Dr. Baekeland. Trial production of phenolic resin was started at the Shinagawa Plant of Sankyo Company. That was the origin of the Japan's plastics industry, and the name of our company came from this achievement. In 1932, phenolic resin business of Sankyo Co., Ltd. was separated and formed Nippon Bakelite Co., Ltd. In 1955, Nippon Bakelite Co., Ltd. merged with Sumitomo Synthetic Resin Industries, Ltd. to found Sumitomo Bakelite Co., Ltd. As a pioneer in plastics, with our expertise in and up-to-date facilities for plastics, we have been always developing new technologies for use in various fields in order to contribute to establishing safe and comfortable living.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/6850c462-1769-4728-86b2-566ebb2e66df,BlackCat,NA,NA,NA,NA,NA
Bosselman Energy Inc,https://www.bosselmanenergy.com,United States of America,Oil & Gas,2022-11-01,Employee Data,"More than 900 gigabytes of sensitive data on your network were DOWNLOADED. Data includes: - Employees personal data, CVs, DL, SSN. - Complete network map including credentials for local and remote services. - Private financial information including: client's data, bills, budgets, annual reports, bank statements. - Manufacturing documents including: datagrams, schemas, drawings in solid works format - And more...",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/1d67b183-5c75-4f3d-b60b-604ee4fa7127,BlackCat,NA,NA,NA,NA,NA
CONFORAMA,https://conforama.fr,France,Retail,2022-11-07,Operations,"Headquarters: 2 Rue Du Pont-neuf, Paris, Île-de-France, 75001, France Phone Number: +33 892010808 Website: www.conforama.fr Website: www.conforama.es Website: www.conforama.pt Revenue: $4 Billion",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/095e6dfd-260d-4291-9d2c-a299b0bedc2a,BlackCat,NA,NA,NA,NA,NA
CONFORAMA,https://conforama.fr,France,Retail,2022-11-07,Financial Records,"Headquarters: 2 Rue Du Pont-neuf, Paris, Île-de-France, 75001, France Phone Number: +33 892010808 Website: www.conforama.fr Website: www.conforama.es Website: www.conforama.pt Revenue: $4 Billion",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/095e6dfd-260d-4291-9d2c-a299b0bedc2a,BlackCat,NA,NA,NA,NA,NA
CONFORAMA,https://conforama.fr,France,Retail,2022-11-07,Marketing Data,"Headquarters: 2 Rue Du Pont-neuf, Paris, Île-de-France, 75001, France Phone Number: +33 892010808 Website: www.conforama.fr Website: www.conforama.es Website: www.conforama.pt Revenue: $4 Billion",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/095e6dfd-260d-4291-9d2c-a299b0bedc2a,BlackCat,NA,NA,NA,NA,NA
CONFORAMA,https://conforama.fr,France,Retail,2022-11-07,Customer Data,"Headquarters: 2 Rue Du Pont-neuf, Paris, Île-de-France, 75001, France Phone Number: +33 892010808 Website: www.conforama.fr Website: www.conforama.es Website: www.conforama.pt Revenue: $4 Billion",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/095e6dfd-260d-4291-9d2c-a299b0bedc2a,BlackCat,NA,NA,NA,NA,NA
CONFORAMA,https://conforama.fr,France,Retail,2022-11-07,Employee Data,"Headquarters: 2 Rue Du Pont-neuf, Paris, Île-de-France, 75001, France Phone Number: +33 892010808 Website: www.conforama.fr Website: www.conforama.es Website: www.conforama.pt Revenue: $4 Billion",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/095e6dfd-260d-4291-9d2c-a299b0bedc2a,BlackCat,NA,NA,NA,NA,NA
CENTRAL BANK OF GAMBIA,HTTPS://CBG.GM,The Gambia,Finance & Insurance,2022-11-08,Operations,"!!!UPDATE!!! You can download some of the data at the link below (TOR). We are currently negotiating the sale of the rest of the data, if you want to participate in the auction and become a buyer of financial and personal data CBGM can write to this e-mail: gambiabankdatasales@protonmail.com Bidding for the sale of data will end on December 7. DATA LINK: http://ra4uys2f4pslov55oj23ckudpbmovj7brrqqnzwu25ux5ul62crbkryd.onion/CBG/ HTTPS://CBG.GM CBG.GM is the central bank of The Gambia. Its name is abbreviated to CBG. The bank is located in Banjul and was established in 1971. The mandate of the Central Bank of The Gambia in accordance with the CBG Act 2005 is as follows: . Achieve and maintain price stability; . Promote and maintain the stability of the currency of The Gambia; . Direct and regulate the financial, insurance, banking and currency system in the interest of the economic development of The Gambia; and . Encourage and promote sustainable economic development and the efficient utilization of the resources of The Gambia through the effective and efficient operation of a financial system.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/54ad0aba-c57f-4219-bc7d-4cc7606892ad,BlackCat,NA,NA,NA,NA,NA
CENTRAL BANK OF GAMBIA,HTTPS://CBG.GM,The Gambia,Finance & Insurance,2022-11-08,Employee Data,"!!!UPDATE!!! You can download some of the data at the link below (TOR). We are currently negotiating the sale of the rest of the data, if you want to participate in the auction and become a buyer of financial and personal data CBGM can write to this e-mail: gambiabankdatasales@protonmail.com Bidding for the sale of data will end on December 7. DATA LINK: http://ra4uys2f4pslov55oj23ckudpbmovj7brrqqnzwu25ux5ul62crbkryd.onion/CBG/ HTTPS://CBG.GM CBG.GM is the central bank of The Gambia. Its name is abbreviated to CBG. The bank is located in Banjul and was established in 1971. The mandate of the Central Bank of The Gambia in accordance with the CBG Act 2005 is as follows: . Achieve and maintain price stability; . Promote and maintain the stability of the currency of The Gambia; . Direct and regulate the financial, insurance, banking and currency system in the interest of the economic development of The Gambia; and . Encourage and promote sustainable economic development and the efficient utilization of the resources of The Gambia through the effective and efficient operation of a financial system.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/54ad0aba-c57f-4219-bc7d-4cc7606892ad,BlackCat,NA,NA,NA,NA,NA
CENTRAL BANK OF GAMBIA,HTTPS://CBG.GM,The Gambia,Finance & Insurance,2022-11-08,Financial Records,"!!!UPDATE!!! You can download some of the data at the link below (TOR). We are currently negotiating the sale of the rest of the data, if you want to participate in the auction and become a buyer of financial and personal data CBGM can write to this e-mail: gambiabankdatasales@protonmail.com Bidding for the sale of data will end on December 7. DATA LINK: http://ra4uys2f4pslov55oj23ckudpbmovj7brrqqnzwu25ux5ul62crbkryd.onion/CBG/ HTTPS://CBG.GM CBG.GM is the central bank of The Gambia. Its name is abbreviated to CBG. The bank is located in Banjul and was established in 1971. The mandate of the Central Bank of The Gambia in accordance with the CBG Act 2005 is as follows: . Achieve and maintain price stability; . Promote and maintain the stability of the currency of The Gambia; . Direct and regulate the financial, insurance, banking and currency system in the interest of the economic development of The Gambia; and . Encourage and promote sustainable economic development and the efficient utilization of the resources of The Gambia through the effective and efficient operation of a financial system.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/54ad0aba-c57f-4219-bc7d-4cc7606892ad,BlackCat,NA,NA,NA,NA,NA
CENTRAL BANK OF GAMBIA,HTTPS://CBG.GM,The Gambia,Finance & Insurance,2022-11-08,Customer Data,"!!!UPDATE!!! You can download some of the data at the link below (TOR). We are currently negotiating the sale of the rest of the data, if you want to participate in the auction and become a buyer of financial and personal data CBGM can write to this e-mail: gambiabankdatasales@protonmail.com Bidding for the sale of data will end on December 7. DATA LINK: http://ra4uys2f4pslov55oj23ckudpbmovj7brrqqnzwu25ux5ul62crbkryd.onion/CBG/ HTTPS://CBG.GM CBG.GM is the central bank of The Gambia. Its name is abbreviated to CBG. The bank is located in Banjul and was established in 1971. The mandate of the Central Bank of The Gambia in accordance with the CBG Act 2005 is as follows: . Achieve and maintain price stability; . Promote and maintain the stability of the currency of The Gambia; . Direct and regulate the financial, insurance, banking and currency system in the interest of the economic development of The Gambia; and . Encourage and promote sustainable economic development and the efficient utilization of the resources of The Gambia through the effective and efficient operation of a financial system.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/54ad0aba-c57f-4219-bc7d-4cc7606892ad,BlackCat,NA,NA,NA,NA,NA
Motional,https://motional.com,United States of America,Transportation,2022-11-11,Operations,Motional.com source code,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b2b12728-c880-4695-be6c-1663a7fc94a1,BlackCat,NA,NA,NA,NA,NA
KlamoyaCasino,https://klamoyacasino.com,United States of America,Others,2022-11-18,Server Data,Full pack of documents will be attached soon. SQL export contains players info with SSN. DL scans for KYC is attached.,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/58f6501b-8e3c-4db6-8222-959288e19d87,BlackCat,NA,NA,NA,NA,NA
Nok Air,https://nokair.com,Thailand,Transportation,2022-11-21,Operations,"We have stolen 500 GB of data, you have exactly one week to contact us, otherwise the data will be published!",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/9a283098-8e40-491a-9d19-15065d61343c,BlackCat,NA,NA,NA,NA,NA
"Ta Chen Stainless Pipe Co., Ltd",www.tachen.com,Taiwan,Manufacturing,2022-11-21,Financial Records,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/4e902645-0c55-473f-82ca-02c9a43f19e7,BlackCat,NA,NA,NA,NA,NA
"Ta Chen Stainless Pipe Co., Ltd",www.tachen.com,Taiwan,Manufacturing,2022-11-21,Operations,NA,http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/4e902645-0c55-473f-82ca-02c9a43f19e7,BlackCat,NA,NA,NA,NA,NA
ENPPI,https://www.enppi.com/,Egypt,Engineering,2022-11-27,Financial Records,"Company: Enppi Website: www.enppi.com Email: info@enppi.com Facebook: https://www.facebook.com/EnppiCo/ Headquarters: 1A Ahmed El-Zomor Street, 8thDistrict, Nasr City, Cairo, Egypt Phone Number: +202 22762137 Revenue: $1 Billion Enppi if you don't contact us your data will be published soon.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b37133d8-fd6e-4a95-91fd-a7fe3a3c8745,BlackCat,NA,NA,NA,NA,NA
ENPPI,https://www.enppi.com/,Egypt,Engineering,2022-11-27,Operations,"Company: Enppi Website: www.enppi.com Email: info@enppi.com Facebook: https://www.facebook.com/EnppiCo/ Headquarters: 1A Ahmed El-Zomor Street, 8thDistrict, Nasr City, Cairo, Egypt Phone Number: +202 22762137 Revenue: $1 Billion Enppi if you don't contact us your data will be published soon.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b37133d8-fd6e-4a95-91fd-a7fe3a3c8745,BlackCat,NA,NA,NA,NA,NA
ENPPI,https://www.enppi.com/,Egypt,Engineering,2022-11-27,Server Data,"Company: Enppi Website: www.enppi.com Email: info@enppi.com Facebook: https://www.facebook.com/EnppiCo/ Headquarters: 1A Ahmed El-Zomor Street, 8thDistrict, Nasr City, Cairo, Egypt Phone Number: +202 22762137 Revenue: $1 Billion Enppi if you don't contact us your data will be published soon.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b37133d8-fd6e-4a95-91fd-a7fe3a3c8745,BlackCat,NA,NA,NA,NA,NA
ENPPI,https://www.enppi.com/,Egypt,Engineering,2022-11-27,Customer Data,"Company: Enppi Website: www.enppi.com Email: info@enppi.com Facebook: https://www.facebook.com/EnppiCo/ Headquarters: 1A Ahmed El-Zomor Street, 8thDistrict, Nasr City, Cairo, Egypt Phone Number: +202 22762137 Revenue: $1 Billion Enppi if you don't contact us your data will be published soon.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b37133d8-fd6e-4a95-91fd-a7fe3a3c8745,BlackCat,NA,NA,NA,NA,NA
ENPPI,https://www.enppi.com/,Egypt,Engineering,2022-11-27,Employee Data,"Company: Enppi Website: www.enppi.com Email: info@enppi.com Facebook: https://www.facebook.com/EnppiCo/ Headquarters: 1A Ahmed El-Zomor Street, 8thDistrict, Nasr City, Cairo, Egypt Phone Number: +202 22762137 Revenue: $1 Billion Enppi if you don't contact us your data will be published soon.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b37133d8-fd6e-4a95-91fd-a7fe3a3c8745,BlackCat,NA,NA,NA,NA,NA
SEED CO LTD,www.seed.co.jp,Japan,Manufacturing,2022-11-27,Operations,"SEED CO LTD refused to protect the data of their company, employees and customers. This link (TOR) contains the random files of SEED CO LTD: http://cs5c7mye7anrko6axmio5ebugh6gnqas4jbznf4po47i6gfuzuk4zeyd.onion/SEED/ Auction ends Dec. 9 for all sensetive data of SEED CO LTD and their customers, including - NDA engineering documents for various developments - Financial and personal information - Analytical and strategic documents from all divisions of the company To participate in the auction to purchase SEED CO LTD data, you can email seedcoltddatasale@proton.me Headquarters: 113-8402 2-40-2 Hongo, Bunkyo-ku, Tokyo, Japan Phone Number: +81 338131111 Website: www.seed.co.jp Revenue: $213 Million Stock Symbol: 7743 SEED Co Ltd manufactures and supplies contact lenses, care products, spectacle frames, and other eye care products in Japan and internationally.",http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/b6a1abd2-e0b3-443d-8354-2037a3306a38,BlackCat,NA,NA,NA,NA,NA
